id,text,label
00029_05759,"Большую часть сил реагирования НАТО, уровень готовности которых повышен, составляют военные США со значительными контингентами Франции и ФРГ, сообщает генсек.",False
00033_05644,Мосбиржа 28 февраля не будет проводить утренние торги на рынке акций и срочном рынке.,False
00034_02097,Российские танки в Бахмаче Черниговской области,False
00035_04885,⚡️ Великобритания официально ввела санкции против Путина и Лаврова Карточка Владимира Путина в британском санкционном листе.,False
00036_04442,Венгрия предложила провести переговоры России и Украины на своей площадке. @rt_russian,False
00037_05236,? ? ? Мощный пожар на нефтебазе под Васильковым после удара t.me/RVvoenkor,True
00039_04293,"Зеленский доказывает, что он не в бункере, что не уехал из Киева: публикует видео в Telegram. @rt_russian",False
00040_09563,"Пока украинские националисты призывают к ведению интернет-войны с помощью фотографий подбитой техники ВС РФ, в сети появляются все больше снимков сожженной техники ВСУ",True
00041_03150,?? ?? Т-72Б3 и БМП-3 в направлении Мариуполя,False
00042_03012,▫️ На Бориспольской трассе ВСУ пытаются задержать русских оригинальным способом. Публикует украинское информагентство УНИАН,False
00043_01827,"Мантра на российском телевидении про ""нацбаты"", видимо, пролезла и в аналитику и сыграла злую шутку. Приходилось слышать даже от здравых людей эту хрень, что есть "" ВСУшники"", а есть ""нацбаты"". Надоело объяснять, что это сейчас не весна 2014 года и такого яркого разделения уже нет. Любой в фирме и с оружием - враг! Пожалели 24го ночью казармы ВСУ, теперь несем потери.",True
00044_05765,"Большая часть жителей поселка Металлист около Луганска остаются в своём поселении. Здесь уже несколько дней нет света и воды, но жители заранее ей запаслись. Газ в домах есть. В четырех магазинах поселка наблюдаются перебои с поставками продуктов, сообщает наш корреспондент. Фото: Михаил Скуратов/ТАСС",False
00046_03322,"Бандеровская пропаганда работает в режиме ""фейк"". Нам не привыкать. В этот раз распущена дезинформация, что в глубине Украины уничтожена группа чеченских военнослужащих, и среди прочих уничтоженных командир 141-го специального моторизованного полка войск национальной гвардии РФ имени Первого Президента ЧР, Героя России Ахмата-Хаджи Кадырова Магомед Тушаев, а также командир ОМОН ""Ахмат-Грозный"" УФСВНГ РФ по ЧР Анзор Бисаев. Я связался с парнями. Они живее всех живых, и тем более живее тех, кто с дивана строчит фейки! У парней боевой настрой, ни единой царапины, полный боекомплект и полные запасы домашнего сушеного мяса (оно даст силу в самом тяжёлом походе), а также огромное сожаление, что в сутках всего лишь 24 часа. Ведь иначе, операцию можно было бы закончить уже сегодня.",True
00047_00438,"Сегодня подтвердился наш #Инсайд , что Зеленский отказался эвакуироваться. Президент Украины отклонил просьбу США об эвакуации Киева, заявив: ""Мне нужны боеприпасы, а не транспорт"" - AP https://t.me/rezident_ua/10420",False
00049_02592,"Работа ПВО ВСУ над Одессой. Это древние ""Зушки"", больше пригодны для стрельбы по самолетам 20 века. Но техника антифашистов, мягко говоря, поновее.",True
00051_01381,"⚡️ ?? ?? ❓ ? ?? Срочно. В подтверждение ниже опубликованной информации ❗️ По информации из Киева и Житомира, бензокалонки азербайджанской нефтеналивной сети ""СОКАР"" получили прямой приказ из Баку бесплатно заправлять горючим военную технику ВСУ. Данная сеть напрямую принадлежит Ильхаму Алиеву и его семье,хотя номинально является государственной азербаджанской компанией . Информацию легко проверить любому желающему ,который имеет связь с Киевом. Азерасты в очередной раз ударили в спину русским. ... ФСБ еще не поехало за Коротченко и Шевченко? В чем задержка? https://t.me/conqueror95/14962",True
00052_04404,"Эксклюзив RT Военкор Семён @wargonzo Пегов — на бывших позициях ВСУ на волновахском направлении. Там обнаружена шведская переносная противотанковая управляемая ракета NLAW , брошенные снаряды от РПГ, бронежилеты и украинский флаг. @rt_russian",False
00053_01432,"СМОТРИМ В HD ТУТ ? - https://smotrim.ru/vesti/?utm_source=youtube&utm_medium=all&utm_campaign=all_0. Подпишитесь на канал Россия24: https://www.youtube.com/c/russia24tv?sub_confirmation=1. В Москве из собственного дома таинственно исчезла дочь известного советского дипломата. Родственники пожилой женщины полагают, что не обошлось без криминала.. Последние новости России и мира, политика, экономика, бизнес, курсы валют, культура, технологии, спорт, интервью, специальные репортажи, происшествия и многое другое.. #Россия24 #Вести #Новости. Официальный YouTube канал ВГТРК.. Россия 24 - это единственный российский информационный канал, вещающий 24 часа в сутки. Мировые новости и новости регионов России. Экономическая аналитика и интервью с влиятельнейшими персонами.. Смотрите также:. Вести недели с Дмитрием Киселевым - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTpipoWQNR1ya5zp19Gc4ZB. Вести в субботу с Сергеем Брилевым - https://www.youtube.com/playlist?list=PL6MnxjOjSRsQAPpOhH0l_GTegWckbTIB4. Воскресный вечер с Владимиром Соловьевым - https://www.youtube.com/playlist?list=PLwJvP0lZee7zYMGBmzUqNn16P71vHzgkU. 60 минут - https://www.youtube.com/channel/UCR16nHT1nkmG7g9AkE9tGeQ?sub_confirmation=1. Новости в прямом эфире - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQ73BA1ECZR916u5EI6DnEE. Международное обозрение - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaSEmz_g88P4pjTgoDzVwfP7. Специальный репортаж - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQLdG0uLyM27FhyBi6J0Ikf",False
00055_06137,"Папа Римский Франциск позвонил Владимиру Зеленскому и выразил скорбь в связи с событиями на Украине, сообщило посольство Украины при Святом престоле.",False
00058_02114,Петя Порошенко выдает нацистам кулеметы.,False
00059_00212,#ПрямоСейчас ведем прямую трансляцию из Луганска.. Видео: ТАСС/Ruptly. Подписывайтесь на ТАСС: http://www.youtube.com/c/TASSagency/?sub_confirmation=1. Наш сайт: https://tass.ru/. Мы ВКонтакте: https://vk.com/tassagency. Мы в Facebook: https://www.facebook.com/tassagency/. Мы в Instagram: https://www.instagram.com/tass_agency/. Мы в Одноклассниках: https://ok.ru/tassagency. Мы в Twitter: https://twitter.com/tass_agency. Мы в Telegram: https://t.me/tass_agency. Мы в Viber: https://vb.me/tass_agency. #Луганск #ПрямаяТрансляцияИзЛуганска #СитуацияВЛНР #СитуацияВДНР #ЛуганскВПрямомЭфире #НовостиЛуганска #ЛНР #НовостиЛНР,False
00060_07525,"Военкор Z Медведев ⚡️ ❗️ Уточнения по Горловке: прилет в центр города был не один, серьезно повреждена гражданская инфраструктура, попадания в районе ТТУ, разбиты новые автобусы, которые только недавно вышли на маршруты города. Серьезные повреждения административных зданий. Киев нанес целенаправленный удар из тяжёлого вооружения фактически в сердце города. Такая обстановка наблюдается в Горловке уже который день подряд...",False
00061_00068,"Могу бесконечно наблюдать как горит укропский арсенал в Балаклее. От содержимого тех складов уже не пострадает ни один нормальный человек. На ненормальных, у нас свои склады есть",True
00063_04986,"В Харьковской области 302-й зенитный ракетный полк ВСУ, оснащенный комплексами ПВО «Бук М-1», добровольно сложил оружие и сдался, сообщили в Минобороны. Был задержан 471 украинский военнослужащий .",False
00067_05324,"Сергей Лавров сообщил, что обсудил с первым заместителем главы МИД ДНР Сергеем Пересадой и руководителем МИД ЛНР Владиславом Дейнего открытие дипломатических представительств ЛНР и ДНР в Москве и российских дипломатических миссий в Донецке и Луганске.",False
00068_04146,"МИД Германии сообщил, что зафиксирован поток беженцев с Украины. Также в министерстве заявили, что дипломатов ФРГ эвакуировали с Украины в Польшу. @rt_russian",False
00069_03257,"❗️ На проспекте Победы был взорван мост у метро ""Берестейская"", российские войска двигаются в сторону Шулявки, сообщает Vgorode.",False
00070_08521,"Кстати, какой бы Лещенко не был пропагандистом, но тут он прав. Путин даёт намек для политической элиты и тех, кто принимает решения, если возьмете власть и закончите войну, получите места в новой украинской политической реальности.",True
00071_08307,⚡️ Фейсбук и Инстаграм начали работать с перебоями — Downdetector,False
00072_04216,"Украина изолировала Крым не только от воды, но и от других жизненно важных ресурсов. Об этом рассказала в нашем стриме «Летучка» председатель украинской общины Крыма Анастасия Гридчина: «У нас помимо того, что была водная блокада, была энергетическая блокада, когда весь Крым остался без света. Причём это было настолько неожиданно, что меня лично отключение света застало в центре города, моего мужа ― на светофоре: отключился светофор. Это была ночь, и мы все остались в кромешной темноте. Далее последовала продуктовая блокада, когда в Крым не давали пускать продовольствие. Конечно, тогда РФ оперативно среагировала, мы не почувствовали нехватки продуктов, но сам факт». Подписывайтесь на наш канал . @rt_russian",True
00073_00378,"Ох и глупые слова Пескова про Минск. Отличный способ деморализовать войска и патриотических лидеров мнений. И разве Администрация Путина не усвоила, чем заканчивается посредничество Минска? Хотя мне и говорят, что Зеленского хотят судить, такое не может не приводить в гнев. Не удивлюсь, если появится опровержение или Песков даст заднюю. Уж очень не к месту.",True
00074_08499,Ровно перестрелки из крупнокалиберных пулеметов.,True
00075_09743,"⚡️ ВСУ обстреливают освобождённую Николаевку ⚡️ Украинские военные после потери Николаевки - начали наносить удары артиллерии и РСЗО по мирным кварталам Николаевки, ещё два назад находившейся под их контролем. Местные жители теперь вынуждены прятаться в подвалах от обстрелов своих бывших «защитников». @wargonzo *наш проект существует исключительно на средства подписчиков, карта для помощи: 4584432812339266",True
00076_03831,⚡️ В строй возвращается авиация запаса Воздушных сил ВСУ.,False
00077_01050,"Друзья, легендарный некогда канал ""Джига на могиле"", удалённый из-за потери аккаунта владельца, возвращается. Сейчас это — ""Джига на Крещатике"" Не реклама. ""Джига"" — отличный канал, который я с удовольствием читал с года этак 2018.",True
00078_03991,"Владимир Зеленский согласен на переговоры с РФ – пресс-секретарь президента Сергей Никифоров Он опроверг заявление российской стороны о том, что Украина якобы отказалась от переговоров. Прямо сейчас идут консультации о месте и времени встречи. «Мы ответили согласием на предложение РФ. В эти часы стороны проводят консультации про место и время проведения переговорного процесса», – написал Никифоров. «Чем быстрее начнутся переговоры, тем больше будет шансов вернуться к нормальной жизни», – добавил пресс-секретарь президента Украины. В СМИ сообщается, что Зеленский попросил премьера Израиля стать посредником в переговорах с Россией.",True
00079_03184,"Фейк: В Киеве российская ракета попала в жилой дом. Такие сообщения рассылают украинские телеграм-каналы. Правда: Разрушение в жилом доме стали частью работы системы украинской ПВО. Как пишет Readovka, на это указывает как минимум несколько факторов. Во-первых, украинские СМИ распространили данные о продолжении российской десантной операции в пригороде киевской столицы, в том числе, с участием вертолетов. Вероятнее всего, ракета предназначалась российской авиации, но траектория была рассчитана неверно, поэтому она прилетела в окна простым гражданам. Кроме того, ракета темного цвета, ее инверсионный след — белый, характерный для выстрела ЗРК «Бук», который стоит на вооружении ВСУ. Удары «Калибра» и «Искандера» полностью исключены: их выстрел разрушил бы здание. Кроме того, у «Калибра» турбореактивный двигатель без шлейфа, а это явно твердотопливная.",True
00080_08624,"В Киеве раздали более 25 тысяч автоматов, 10 млн. патронов и ещё РПГ и гранаты - заявил Денис Монастырский. Половина этого окажется потом на черном рынке. остальные конечно приведут ко многим жертвам. Кстати сейчас вроде уже просто так оружие не раздают - это хорошо!",True
00082_00644,Уничтоженный украинский военный грузовик в Токмаке. Запорожская область,True
00083_00710,"@rybar , я Вам больше скажу, ТВИТТЕР ДАВНО НУЖНО ЗАКРЫВАТЬ НА ТЕРРИТОРИИ РФ. https://t.me/rybar/25538",True
00084_08883,"В Кремле, похоже, вспомнили недавние слова Кадырова, который рвался «решить вопрос Украины» и «присоединить её к Чечне» на фоне приезда в республику Мицаевой. Ну а что, зря, что ли, предлагал? Теперь чеченских добровольцев отправили отдуваться вместе с ВС РФ в «самых горячих точках на Украине», как их обозначил господин Дудаев и сам глава Чечни. Сколько именно чеченцев сейчас находится там, не уточняется. А вот где сам Кадыров - секрет. Такую конфиденциальную военную информацию разглашать нельзя, утверждает Рамзан Ахматович. В последний раз глава Чечни отметился в Грозном на параде из 12 тысяч силовиков, прямо перед объявлением Дудаева об участии чеченских бойцов в украинской операции. Что ж, секрет так секрет. #внешняя_политика",True
00086_09033,"При виде колонны техники вежливых людей армии Освобождения на въезде в Киев щиру україночку переполняют чувства и она много раз повторяет в форме глагола то, чего ей так не хватает по жизни в окружении политических, и не только, импотентов. #Освобождение Владимир Рогов",True
00089_05717,"Уровень запасов газа в подземных хранилищах Европы опустился ниже 30%, свидетельствуют данные Gas Infrastructure Europe. Впервые за все время наблюдений, которые ведутся с 2011 года, это произошло так рано с начала года.",True
00091_01024,"Сегодня в Харькове в городской застройке украинцы размещают артиллерию. К сожалению происходит худший вариант развития событий, о котором я писал. Украинцы хотят прикрыться мирными харьковчанами и превратить Харьков в поле боя. Сейчас появляется всё больше видео с городов, занятых российскими войсками. В Мелитополе Запорожской области уже российская администрация, а террора нет. Разрушений нет. Войны больше нет. Харьковчане, помогите спасти ваш город, не позволить украинским радикалам размещать военную технику возле своих домов. Информируйте нас о передвижениях радикалов в вашем городе @vestovoibot",True
00092_06931,"https://t.me/swodki/25299 https://t.me/swodki/25287 https://t.me/swodki/25288 И самое время, в который раз, спросить ""защо?"" у своих же ??",True
00094_00615,"Заява командира полку Азов, друга Редіса. Захисники Маріуполя будуть захищати місто до останньої краплі крові!!!",True
00095_01680,Походу это ПВОшнкая ракета. Видео с пусками ЗРК ранее выкладывалось.,True
00097_06204,"В проливе Ла-Манш 26 февраля задержали российское грузовое судно Baltic Leader. Мы собрали все, что известно об инциденте на данный момент.",False
00098_09170,#АГС_Сводка 20.55 - Мощные прилеты хаотично по все тем же районам в зоне риска в Горловке. Всем быть в укрытиях.,True
00099_04203,"Никакого большинства жителей Украины, которые поддерживали бы вступление страны в НАТО, нет. Об этом в нашем стриме «Летучка» рассказывает Александр Семченко, член политсовета украинской партии «Держава». Подписывайтесь на наш канал . @rt_russian",True
00100_07628,В Святошинском районе Киева слышны взрывы,False
00101_02690,"Если ребята продержатся до светла, при поддержке нашей авиации ""выкурить"" их оттуда будет уже невозможно https://t.me/mig41/13381",True
00102_06271,"Местный персонал посольства США в Киеве переживает. Бросили, мол. Хлопцы события в Кабуле не смутили? Мы с @sashakots тогда еще говорили, что участь коллаборационистов одна. @epoddubny",True
00103_07120,"Зеленский заявил, что Турция запретила проход российских боевых кораблей через Черноморские проливы Также он сообщил, что Эрдоган поставит большой объем военной и гуманитарной помощи на Украину.",False
00105_03701,"⚡️ НМ ДНР отрезали Волноваху от Мариуполя ⚡️ Заняв Донское группа войск ДНР фактически обошла Волноваху и взяла под прицел трассу на Мариуполь. Гарнизон ВСУ в Волновахе, в свою очередь, теперь рискует попасть в котёл. Учитывая что россияне в свою очередь зашли в Мелитополь, а сегодня и вовсе высадились в Бердянске - добавьте сюда контроль над трассой из Волновахе - и получите «Мариупольский котёл». Список котлов, в который ВСУ попадали во время конфликта на Донбассе - Изваринский, Иловайский, Дебальцевский - вероятнее всего совсем скоро породнится ещё одним. Мариупольским. @wargonzo https://t.me/wargonzo/6023",True
00107_05667,"Российские военные уничтожили шесть боевых самолетов, один вертолет и пять авиабеспилотников Украины, сообщили в Минобороны РФ.",False
00109_01380,"⚡️ Во время выступления Порошенко в прямом эфире, у охранника экс-президкнта выпал магазин из автомата. Из серии сегодняшнего фото Юлии Тимошенко с автоматом без рожка. @CONQUEROR95",False
00113_04243,"Украинская сторона не предоставляет населению возможность покинуть зону боевых действий по гуманитарным коридорам, заявил Басурин. @rt_russian",True
00115_03028,"❗️ Украинские СМИ сообщают, что Владимир Зеленский придумал грандиозный ход – заставить иностранцев воевать на своей стороне Президент Украины заявил о формировании Интернационального легиона , в который могут записаться иностранцы, чтобы приехать на Украину и погибать воевать",True
00116_00984,"Говорят, что из-за действий российских либеральных деятелей культуры, требующих мира с Украиной, в законодательство могут ввести понятие ""антигосударственная деятельность"" . Однако информационная поддержка противника во время активной фазы боевых действий, осуществляемая по призыву руководства вооруженными силами противника, антигосударственной деятельностью никак не является. Это - государственная измена в форме иной помощи иностранному государству в деятельности, направленной против безопасности Российской Федерации. Именно по этой статье и нужно привлекать внезапно проснувшихся и выползших из нор ""любителей мира"" с врагом.",True
00117_00314,"Гордон продолжает защищать Украину с автоматом в руках срать в уши украинцам через свои соцсети. В этот раз он зачитал некую инсайдерскую инфу, которую якобы перехватила разведка Украины и передала лично лысому рэмбо ""по особым каналам"". Каналам каким, анальным?",True
00118_06572,Ещё фото ТОС «Солнцепёк» в Токмаке.,False
00119_03109,Уничтоженный Бук ВСУ,True
00120_03354,"Фейк: Зеленский находится на линии фронта в бронежилете и каске. Такие фото публикуют СМИ и иностранные политики. Правда: Фото сделаны в апреле 2021 года, когда Владимир Зеленский посетил Донецкую народную республику. Они неоднократно использовались СМИ. А индийские издания уже успели разоблачить фейк. А вот декабрьский пример фотографии на Reuters.",True
00121_00881,@lebedevalive,False
00123_07611,Порошенко покинул Украину – источник из его окружения.,True
00124_01868,Байден во время брифинга уронил папку с конспектом,False
00125_07511,"Точечным взрывом разрушена дамба на Северо-Крымском канале, которая с 2014 года блокировала доступ воды из Днепра в Крым. После очистки русла, вода пойдёт на полуостров.",False
00126_09858,"Алешки. Херсонская область. Разгромленная колона ВСУ. Обратите внимание, что большая часть техники просто брошена.",True
00127_07235,Армия рф штурмует Харьков. Таких видео сегодня будет много.,True
00128_05981,"Санкции Канады против Путина и Лаврова не останутся без ответа, заявил посол РФ в Оттаве.",False
00129_06596,"Еще один ракурс уничтоженного Т-72Б3 ВС РФ под Черниговом. Данный конкретный танк интересен нестандартным навариванием решеток. Помимо уже привычного бесполезного ""козырька"" на крыше, здесь явно пытались приварить дополнительный каркас вдоль всей башни.",True
00130_06124,"Боррель заявил, что предложит странам ЕС 27 февраля направить помощь вооруженным силам Украины.",False
00132_00209,#Прямосейчас ведем прямую трансляцию из Луганской Народной Республики.. Видео: Ruptly/ТАСС. Подписывайтесь на ТАСС: http://www.youtube.com/c/TASSagency/?sub_confirmation=1. Наш сайт: https://tass.ru/. Мы ВКонтакте: https://vk.com/tassagency. Мы в Facebook: https://www.facebook.com/tassagency/. Мы в Instagram: https://www.instagram.com/tass_agency/. Мы в Одноклассниках: https://ok.ru/tassagency. Мы в Twitter: https://twitter.com/tass_agency. Мы в Telegram: https://t.me/tass_agency. Мы в Viber: https://vb.me/tass_agency. #ЛНР #Луганск #ОбстановкаВЛНР #НовостиЛНР #ЧтоПроисходитВЛНР #СобытияВЛНР #ЛНРСегодня #ТрансляцияИзЛНР #ЛНРВПрямомЭфире,True
00133_08130,⚡️ Правительственная IT-инфраструктура Крыма атакована хакерами,False
00134_01374,"В продолжение темы: Азербайджанская SOCAR велела своим АЗС в Украине бесплатно снабжать бензином и дизельным топливом транспорт социальных служб Украины: азербайджанские СМИ Ну, что, Россия,как вам ваш новый союзник? @armmirotvorec",True
00135_09782,"- Юра, соляру у них купи! - Все улыбаемся! - И машем! - Я намахался, главное, чтоб наши обратно не пришли. Харьковская область встречает российские танки. @sashakots",True
00136_03301,⚡️ ?? Посольство США удалило документы о биолабораториях на Украине с официального сайта,True
00137_08109,⚡️ Ни у кого в Европе и США нет желания вступать в войну с Россией — министр обороны Франции,True
00139_05571,"МИД Турции подтвердил, что Киев официально запросил Анкару ограничить проход военных кораблей РФ через проливы Босфор и Дарданеллы. Турция может закрыть проливы для прохода военных кораблей, но даже в такой ситуации у России останется право вернуть флот на базу, сообщили в МИД республики.",False
00143_05766,"ООН приветствовала бы переговоры России и Украины в Минске, заявили в офисе генсека.",False
00144_00656,Голая пристань (Херсонская область) Российские танки расползаются по всей Украине,True
00145_02701,Авиабаза Широкое под Запорожьем отправляется к Бандере,True
00146_04108,Вот так сегодня на границе Молдова - Украина (Паланка).,False
00150_00582,"Ясников Михаил зам командующего ЧФ по мат.техническому обеспечению о украинских пограничниках, добровольно сложивших оружие на острове Змеиный.",True
00151_09115,#Донбасс Су-25 ВВС ВСУ (предположительно) уходит после близкого подрыва ракеты ПЗРК,False
00153_06176,"Явка на республиканском референдуме по внесению изменений и дополнений в Конституцию Белоруссии на досрочном голосовании, которое проходило с 22 по 26 февраля, составила 42,93%, сообщает Центризбирком страны. Видео: Лейла Тураянова/ТАСС",False
00155_05446,"❗️ Банк России в качестве акционера ""Открытия"" одобрил присоединение к нему Росгосстрах банка.",False
00156_03006,❗️ Народная Милиция ДНР зашла в Свободное и Донское,True
00157_02983,"Мэр Львова назвал ""коктейли Молотова"" ""Бандера-смузи"" и призвал жителей города ими запасаться.",False
00158_08959,"Это какой-то невыразимый пиздец. Как и то что дом нашего деда на окраине луганска тоже 7 с гаком лет обстреливали, с непонятно какой целью. И то что ни одна тварина с обеих сторон не вышла и не сказала - ""Вы ебанулись что-ли, мудаки? Прекратить огонь немедленно.",True
