id,Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link,Debunking
551,Ukraine is conducting an aggressive policy,Ukrainian army conduct ceasefire violations,The government of former Ukrainian President Petro Poroshenko failed to deliver on its commitments under the deal and the hot war was transformed into a frozen conflict punctuated by regular ceasefire violations.,10/12/2021,Italy,Byoblu,https://www.byoblu.com/2021/12/10/putin-il-conflitto-nel-donbass-somiglia-a-un-genocidio/?__cf_chl_f_tk=qkfbbB7MjkC60S4T.GQr1C1SF7rTUzLNx1rJD19va7k-1642462477-0-gaNycGzNCL0,"<p>The Minsk agreements were concluded as a result of the Ukrainian army defeats in 2014-2015, so they cannot be considered beneficial for Ukraine. Conditionally, the Minsk provisions can be divided into security and political parts.</p>  
<p>Security</p>  
<p>Security includes a ceasefire, withdrawal of heavy weapons, exchange of prisoners, access to humanitarian aid.
<p>Russia has not yet ensured its implementation. Nor has it set into action the measures to strengthen the ceasefire since July 2020. The US Mission to the OSCE emphasizes that Russia has not fulfilled any of its responsibilities: it has not stopped firing, has not withdrawn its heavy weapons from restricted areas, and has not provided unimpeded access for OSCE SMM observers. In addition, according to US Secretary of State Anthony Blinken, Russia has not implemented an all-for-all exchange, has not provided humanitarian aid through international mechanisms, has not allowed socio-economic ties to be restored and has not fulfilled a bunch of other points.</p> 
<p>Political part</p> 
<p>First, the agreements themselves do not clearly specify the procedure for implementing the provisions. Therefore, Russia cannot claim that Ukraine must first fulfill the political part – to adopt a special status for Donbas and hold local elections.</p> 
<p> Secondly, Russia claims that Ukraine should give Donbas autonomy. Whereas in Minsk it is only a matter of “special status” – not autonomy.</p> 
<p>The special status for Donbas will give the region significant privileges and make the rest of the regions be in an unequal position. Ukraine must also agree to regain control of the occupied territories only after local elections. These elections must be held under Ukrainian law, which is impossible due to the actual occupation of these territories. In addition, in recent years, Russia has issued its passports to more than 600,000 Ukrainians in the occupied territories. At the same time, the number of temporarily displaced people, most of whom left ORDLO, is 1.4 million. And most of them will not be able to vote in the election. As a result, Russia has significantly changed the situation in the ORDLO and stepped up its intervention.</p> "
504,Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"Russian diplomacy: actions of the Ukrainian warship in the Kerch Strait is a ""provocation"".",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/diplomazia-russa-una-provocazione-le-azioni-della-nave-militare-ucraina-nello-stretto-di-kerch-14135886.html,"<p>First, there is no need to involve Russia in the so-called “Ukrainian conflict” because Russia is its aggressor. This was <a href=""https://mfa.gov.ua/en/news/joint-statement-occasion-seventh-anniversary-adoption-unga-general-assembly-resolution-68262-territorial-integrity-ukraine"">recognized</a> by 47 UN countries. There is a lot of evidence of the Russian troops’ presence in Donbas, as well as the direct governance of Moscow in “LPR” and “DPR”. Their overview in the following article.</p> 
<p>Second, there is no evidence from independent observers (including the OSCE SMM, which worked directly in the region) that Kyiv has resorted to terrorist attacks or sabotage in the Donbas. As well as the fact that other countries, including the United States, may have been involved.</p> 
<p>With “chemical attacks” Russia has intimidated the population of Donbas for years, at least since 2018. In 2021, Russian Defense Minister Sergei Shoigu was the first to report on “chemical weapons in the Donbas.” Later, the leader of the so-called “DPR” Denis Pushylin picked up this information flow. The Ministry of Defense and the Ministry of Foreign Affairs of Ukraine called it disinformation, and the US State Department also <a href=""https://twitter.com/StateDeptSpox/status/1473444488337293313?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1473444488337293313%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.radiosvoboda.org%2Fa%2Fnews-pentagon-shoygu%2F31620567.html"">denied</a> it.</p> 
<p>They also <a href=""https://www.state.gov/fact-vs-fiction-Russian-disinformation-on-ukraine/"">recalled</a> that in recent years, the Russian government has used chemical weapons twice to attack as well as attempt to kill its opponents, particularly on foreign territory.</p> 
<p>There is no reason to claim that Ukraine was preparing to attack Donbas
Since 2014 the representatives of the Ukrainian authorities have repeatedly stressed that they are not considering a forceful scenario to return the occupied Donbas. The Commander-in-Chief of the Armed Forces of Ukraine Valery Zaluzhny, the Minister of Defense Oleksiy Reznikov, the Secretary of the National Security and Defense Council Oleksiy Danilov, the Minister of Foreign Affairs Dmytro Kuleba, the President of Ukraine Volodymyr Zelensky stressed that Ukraine did not  plan any offensive operations in Donbas. Whereas the only acceptable means to do so would be political and diplomatic.
The detailed report on the reasons why Russia arranged the escalation in Donbas before the full-scale invasion of Ukraine can be found here.</p> "
431,Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Russia has repeatedly denounced the fact that the major Western powers, in particular France and Germany, have repeatedly rejected the conditions for a possible lasting peace agreement. One of these was that the conflict in the Donbas should be an exclusive internal affair between the warring parties, without the intrusion of foreign governments. Thing this that was firmly rejected by Berlin and Paris.",10/12/2021,Italy,Byoblu,https://www.byoblu.com/2021/12/10/putin-il-conflitto-nel-donbass-somiglia-a-un-genocidio/,"<p>The Russian military led operations to seize power in the occupied Donbas.</p> 
<p>In March 2014, there were rallies in Donetsk and Luhansk: in favor of joining Russia and uniting with Ukraine. Local witnesses said people had been brought from the Russian border to participate in pro-Russian rallies.</p> 
<p>In April, armed men (local and Russian citizens) began to capture city authorities in the Donbas region. According to a Radio Liberty <a href=""https://www.radiosvoboda.org/a/31380909.html"">investigation</a>, Russian army officers led the operations. The separatists proclaimed the so-called “DPR” on April 7, 2014, and the “LPR” on April 27, 2014.</p>  
<p>According to a Bellingcat <a href=""https://ru.bellingcat.com/novosti/ukraine/2016/12/21/putins-undeclared-war-summer-2014-Russian-artillery-strikes-against-ukraine/"">investigation</a>, military units liquidated all Ukrainian authorities in the occupied territories in April and May and began shelling Ukrainian cities with heavy artillery. They opened fire from the occupied territories of Ukraine and Russia.</p>  
<p> However, they failed to stop the Armed Forces’ offensive. The Kremlin sent 4,000 regular army soldiers to Donbas in August 2014, an Atlantic Council <a href=""https://www.files.ethz.ch/isn/191186/HPS_RW_Russian_0713_final_web.pdf"">report</a> said. Using satellite images, Bellingcat <a href=""https://s3.amazonaws.com/uploads.knightlab.com/storymapjs/80e03612c0fdf764d9422be26cdf4b97/Russias-path-s-to-war/index.html"">established</a> that Russian troops had crossed the border. The Russian military took an active part in the fighting, and their intervention turned the tide of the battle.</p>  
<p>According to Ukrainian intelligence reports, at least <a href=""https://www.radiosvoboda.org/amp/donbas-realii/29721302.html?fbclid=IwAR0DxGV2Tt6r_TGZz2VihZAiNdc7cdwrw6QWrODSBpo4VX6Kp2AKZKJl0ro"">11 Russian generals</a> commanded the “troops” made up of the DNR and LNR groups.</p> 
<p> In February 2014, the same Verkhovna Rada that had operated under fugitive president Viktor Yanukovych (not the “West”) appointed the new government.</p> 
<p>After the bloodiest days of the Revolution of Dignity (48 unarmed protesters were killed in Kyiv on February 20), Viktor Yanukovych fled Ukraine and stopped communicating. Verkhovna Rada passed a <a href=""https://zakon.rada.gov.ua/laws/show/757-18"">resolution</a> saying President Yanukovych had resigned from his constitutional power. Based on this, it appointed Oleksandr Turchynov President of Ukraine, on February 23. The then convocation of Verkhovna Rada <a href=""https://www.kmu.gov.ua/news/247059910"">voted</a> for the new government and prime minister on February 27. Therefore, the Ukrainian government’s “illegitimacy” is a Russian propaganda myth.</p> 
<p>The Ukrainian military in the East is at war with militants whom Russia supplies with Russian troops and weapons.</p> 
<p>Evidence of Russian troops and military equipment in Donbas is plentiful. We will provide it in this <a href=""https://voxukraine.org/rosiya-ne-ye-agresorom-shhodo-ukrayiny-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/#_ftn1"">article</a>.</p> "
240,The West controls Ukraine and uses it to its advantage,Ukraine has become an unofficial NATO military base,"Drones from Turkey arrive in Ukraine. The Germans are thinking about redeploying armored vehicles, and the United States has long begun to supply Kyiv with weapons and deadly ammunition. They also talk about creating an American military base on Ukrainian soil.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/improbabile-una-guerra-russo-ucraina-anche-se-forse-qualcuno-la-vorrebbe-14134230.html,"<p>Ukraine sees NATO as a means of preventing Russia’s further aggressive actions. However, no one has turned Ukraine into a “NATO base” yet. There are no NATO troops or military infrastructure on Ukraine’s territory. Military cooperation between Ukraine and NATO is <a href=""https://ukraine-nato.mfa.gov.ua/ukrayina-nato/spivrobitnictvo-u-vijskovij-sferi"">limited to</a> assisting with Ukrainian reforms, consultations, exchanging experiences among the military, and participation of Ukraine’s armed forces units in NATO operations or exercises.</p>
<p>Supplying arms to Ukraine is not done at the NATO level but at the level of individual countries. Ukraine receives particularly significant assistance from the United States and the United Kingdom. These countries began to supply lethal weapons to Ukraine precisely against the backdrop of Russian aggression. In other words, Russia forced Western governments to strengthen Ukraine’s defense capabilities.</p>"
209,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,Moscow sees the United States as the key driving force behind the crisis in Ukraine and believes the ouster of former Ukrainian President Yanukovych is the latest step in a long-established pattern of US-orchestrated regime-change efforts.,18/10/2021,Germany,Uncutnews,https://uncutnews.ch/ehemaliger-cia-analyst-putin-blufft-nicht-in-sachen-ukraine/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
210,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"The closeness that Merkel had to Barack Obama led to a new transatlantic route, which the Greens were also on the move. Demanding human rights internationally and, after the 2005 UN summit, the joint obligation to intervene in countries with poor governance led the chancellor to set up a shadow cabinet against Viktor Yanukovych in Ukraine together with politicians from the EU, especially the Greens, and to unite initiate regime change. The imprisonment of the former Ukrainian Prime Minister Yulia Tymoshenko, for whom Merkel had campaigned unsuccessfully on several occasions, played a special role for the Chancellor. This encouraged the chancellor to aggressively pursue the ousting of the Ukrainian president within the framework of the EU association agreement, which he ultimately did not sign, together with the Greens and American neoconservatives.",27/10/2021,Germany,Reitschuster,https://reitschuster.de/post/die-globalisierungs-kanzlerin/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
211,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"Since the Maidan putsch in Ukraine in 2013/2014, which was pushed by the United States and the European Union, there has been an enormous build-up of tension.",13/12/2021,Germany,Report24 News,https://report24.news/ukraine-krise-steuern-wir-in-den-dritten-weltkrieg/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
212,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"And this despite the fact that it is the United States, the EU and NATO that actively supported and promoted the coup in Kyiv. ",13/12/2021,Germany,Report24 News,https://report24.news/ukraine-krise-steuern-wir-in-den-dritten-weltkrieg/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
213,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,Maidan snipers were backed by the EU.,15/11/2017,Italy,Imola Oggi,https://www.imolaoggi.it/2017/11/15/ucraina-i-cecchini-di-maidan-erano-appoggiati-dalla-ue/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
219,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"According to the White House, in the course of the video call, Biden made no concessions regarding the entry or not of Ukraine into NATO, which has grown increasingly in the shadow of the military alliance, following the sustained coup from the United States in 2014, which pushed a right-wing nationalist government into power in Kyiv.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/ucraina-senatore-esorta-biden-a-non-escludere-azione-nucleare-contro-la-Russia-14121057.html,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
215,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"As for Ukraine, the West bit off more than it could chew when the US Central Intelligence Agency staged a coup in Kyiv in 2014 to overthrow the elected government of President Viktor Yanukovych and replace it with a US-friendly government to replace.",31/12/2021,Germany,Uncutnews,https://uncutnews.ch/putin-deutet-militaerische-optionen-in-der-ukraine-an/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
216,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"The only thing standing in the way of Ukraine's sudden collapse has always been the desire of some of its leaders to maintain a degree of pragmatic relations with Russia that were mutually beneficial and helped cushion the former country's fall. The Ukrainian people have always been able to rely on the Russian labor and export market, which arguably made life easier for many people in these difficult times. From a Western perspective, however, this was something that needed to be stopped as soon as possible in order to plunge Ukraine into economic freefall. That explains why they activated their cadres for the Color Revolution at the end of 2013 after the then head of state ducked the signing of the EU Association Agreement at the last minute.",31/08/2021,Germany,Uncutnews,https://uncutnews.ch/die-ukraine-stirbt-einen-tod-der-deindustrialisierung/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
217,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"It was the refusal of Ukrainian President Viktor Yanukovych to sign an association agreement with the EU under the Eastern Partnership that put an end to his government, and possibly to his country. US-backed rebels toppled Yanukovych just three months later, and war have begun in the country's east.",12/04/2021,Germany,Antikrieg,http://www.antikrieg.com/aktuell/2021_04_11_nachueberraschendem.htm,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
218,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,The war in the eastern Ukrainian region of Donbas has now been going on for almost eight years. It was triggered by a NATO-backed coup d'état in Kyiv in February 2014 against an elected government allied with Russia.,01/11/2021,Germany,Uncutnews,https://uncutnews.ch/die-nato-rueckt-in-der-ukraine-immer-naeher-an-einen-krieg-gegen-russland/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
53,Nazis and ultra-nationalists in Ukraine,Nazis/right-wing nationalist government took power after the coup d'état in Kyiv,"According to the White House, in the course of the video call, Biden made no concessions regarding the entry or not of Ukraine into NATO, which has grown increasingly in the shadow of the military alliance, following the sustained coup from the United States in 2014, which pushed a right-wing nationalist government into power in Kyiv.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/ucraina-senatore-esorta-biden-a-non-escludere-azione-nucleare-contro-la-Russia-14121057.html,"<p>In fact, there are representatives of the extreme right in Ukraine, as in many developed countries, as well as in Russia, but these organizations are few and far from having as much support in society and government as the pro-Kremlin media try to portray.</p> 
<p>During Euromaidan, the vast majority of protesters were civilians, members of radical groups such as the Right Sector, numbering <a href=""https://www.kas.de/c/document_library/get_file?uuid=7155cf03-65e1-090c-cc31-86b539d9479e&groupId=252038"">no more than a thousand</a> out of eight million. In the 2014 presidential election, the candidate from the Right Sector group <a href=""https://euvsdisinfo.eu/report/kyiv-is-governed-by-fascists"">received</a> 0.7% of the vote.</p> 
<p>The party <a href=""https://www.cvk.gov.ua/wp-content/uploads/2019/11/vpu_2019_protokol_cvk_31032019.pdf"">did not participate</a> in the 2019 presidential election.</p>"
220,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,The Western powers consequently supported protests and riots - although these were not supported by the majority of Ukrainians. Even fewer Ukrainians supported an all-or-nothing coup.,23/05/2021,Germany,RT.DE,https://www.google.com/url?q=https://de.rt.com/meinung/117718-ukraine-wie-durch-us-einfluss-aus-maidan-traum-albtraum-wurde/&sa=D&source=docs&ust=1642494181435374&usg=AOvVaw0BTZYZhecgWGB2DYDaIodo,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
221,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"US Secretary of State Antony Blinken, who was a key architect of the US-backed coup against Ukraine in 2014, continued to inflame Ukrainians and pledged full US support for Ukraine's ""territorial integrity"". ",07/04/2021,Germany,Uncutnews,https://uncutnews.ch/warum-draengt-die-biden-administration-die-ukraine-russland-anzugreifen/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
222,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,Many are of the opinion that the Maidan coup orchestrated by the US and other western countries was not a complete success from the US perspective because Crimea has united with Russia and because a civil war is now raging in Ukraine. ,20/11/2021,Germany,AntiSpiegel,https://www.anti-spiegel.ru/2020/welche-massnahmen-die-usa-gegen-russland-planen-teil-2-ukraine/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
223,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"It is no coincidence that the ""anti-terrorist operation"", as the civil war in Kyiv is called, was ordered by the then interim President Turchinov in 2014 at a meeting of the Ukrainian Security Council, at which the then CIA chief sat at the table. I reported on this extensively in my book on the Ukraine crisis and the CIA, after initial denials, finally had to admit that their boss was in fact incognito in Kyiv to attend this crucial meeting. So it was not primarily the Ukrainian nationalist hardliners who started the war, but the USA in the person of the CIA chief.",20/11/2021,Germany,AntiSpiegel,https://www.anti-spiegel.ru/2020/welche-massnahmen-die-usa-gegen-russland-planen-teil-2-ukraine/,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
224,The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"The flow of military transport aircraft between NATO countries and Ukraine has increased enormously in recent months. With Biden at the helm of the White House as de facto President of Ukraine after the Obama coup in 2014, preparations are being made for a conflict.",08/04/2021,Germany,Alles Schall und Rauch,http://alles-schallundrauch.blogspot.com/2021/04/krieg-zwischen-ukraine-und-russland.html,"<p>First, the events of 2014 in Ukraine are not a coup d’etat. Allegations of a coup in central Kyiv are typical for the Kremlin’s rhetoric, which justifies its own aggression.</p>
<p>A coup d’etat is an unconstitutional seizure of power by a small group of individuals, conspirators acting in their own interests. The revolution of dignity began with peaceful protests by unarmed people in support of democratization, which the authorities tried to suppress by force, forcing them to use self-defense, and was massive. You can read more about why the Revolution of Dignity is not a coup d’etat in VoxCheck material <a href=""https://voxukraine.org/majdan-u-2014-rotsi-tse-derzhavnyj-perevorot-oglyad-italijskyh-ta-nimetskyh-prorosijskyh-zmi/"">“Maidan in 2014 is a state coup: overview of Italian and German pro-Russian Media”</a>.</p>"
225,The West controls Ukraine and uses it to its advantage,"The ""coup"" was arranged by Nuland, she is the creator of the ""crisis in Ukraine""","Since the Maidan putsch in Ukraine in 2013/2014, which was pushed by the United States and the European Union, there has been an enormous build-up of tension. Then US Vice President and now US President Joe Biden was deeply involved in the “Ukrainian swamp” . Not for nothing did he bring Victoria “Fuck the EU” Nuland into his administration. She was a key figure in the regime change operation to secure Russia's Black Sea base in Crimea for NATO.",13/12/2021,Germany,Report24 News,https://report24.news/ukraine-krise-steuern-wir-in-den-dritten-weltkrieg/,"<p>Nuland did visit Kyiv many times in 2014, met with Yanukovych, opposition representatives and protesters. However, such actions are evidence of the performance of her duties, but not of participation or, moreover, the implementation of the “coup d’etat”.</p>
<p>The mentioned video was fabricated and also cannot be taken as an evidence. According to the Media Detector <a href=""https://ms.detector.media/manipulyatsii/post/1642/2014-02-11-bankova-breaking-bad-na-bankoviy-pustylysya-berega/"">research</a>, excerpts from various conversations on it were combined without observing the chronological time period, the dialogueues were intertwined and interrupted in half-words without context. The conversations were private and were not allowed to be recorded in the first place.</p>"
